"idx"	"ArticleNo"	"RawParagraph"	"Prediction"
376	14.0	ββ. Η διαμόρφωση προτάσεων για την ανάπτυξη επιμορφωτικών δράσεων του ΙΝ.ΕΠ.	Org
377	14.0	"γγ. Η επιστημονική προετοιμασία, ο σχεδιασμός, η 
παρακολούθηση εφαρμογής του και η αξιολόγηση επιμορφωτικών δράσεων του ΙΝ.ΕΠ., συμπεριλαμβανομένης 
της αξιολόγησης του διδακτικού προσωπικού και των 
επιμορφούμενων,"	Org
378	14.0	"δδ. Η συμμετοχή του επιστημονικού προσωπικού στις 
διαδικασίες πιστοποίησης των επιμορφωτικών προγραμμάτων και των επιμορφούμενων,"	Org
379	14.0	εε. Η σύνταξη προτάσεων μέτρων βελτίωσης της αποτελεσματικότητας των επιμορφωτικών δράσεων.	Org
380	14.0	"στστ. Η υποβολή προτάσεων για εκπόνηση ερευνών 
και μελετών και για συμμετοχή σε αυτές."	Org
381	14.0	"ζζ. Η μελέτη, σχεδίαση και τυποποίηση μεθόδων και 
διαδικασιών για τη συστηματική και αποτελεσματική 
οργάνωση των πάσης φύσεως εργασιών εκπαίδευσης 
και κατάρτισης του ΙΝ.ΕΠ."	Org
382	14.0	"ηη. Η σύνταξη προδιαγραφών για την ανάπτυξη εκπαιδευτικού υλικού και εκπαιδευτικού λογισμικού
θθ. Η σχεδίαση και η πραγματοποίηση ερευνών και 
μελετών σχετικών με την ανάπτυξη του ανθρώπινου 
δυναμικού της δημόσιας διοίκησης, ιδιαίτερα όσον αφορά στην ανίχνευση εκπαιδευτικών αναγκών και στην 
αξιολόγηση των επιμορφωτικών δράσεων."	Org
383	14.0	2Β. Αρμοδιότητες Τμημάτων ΙΝ.ΕΠ.	RespA
384	14.0	1. Τμήμα Συντονισμού ΙΝΕΠ:	Org
385	14.0	Στις αρμοδιότητες του Τμήματος αυτού υπάγονται:	RespA
386	14.0	"αα. Η σύνταξη του προγραμματισμού του ΙΝΕΠ σε 
συνεργασία με το Σύμβουλο Επιστημονικού Έργου και 
τους λοιπούς Υπευθύνους Σπουδών και Έρευνας του 
Εκπαιδευτικού – ερευνητικού έργου, η παρακολούθηση 
των διαδικασιών υλοποίησης και. τήρησης του χρονοδιαγράμματός του,"	Org
387	14.0	"ββ. Η ευθύνη για την εξασφάλιση της ορθής διοίκησης, παρακολούθησης και ελέγχου της εκτέλεσης των 
εκτελούμενων δράσεων του ΙΝΕΠ, ως προς το φυσικό 
τους αντικείμενο,"	Org
388	14.0	"γγ. Η διαμόρφωση προτάσεων προς το Διευθυντή του 
ΙΝΕΠ για την ανάληψη νομικών και οικονομικών δεσμεύσεων των έργων που υλοποιούνται από το ΙΝΕΠ,"	Org
389	14.0	"δδ. Η σύνταξη περιοδικών εκθέσεων και αναφορών 
προόδου φυσικού αντικειμένου των υλοποιούμενων έργων αρμοδιότητος του ΙΝΕΠ και η προετοιμασία πληροφοριών και εκθέσεων, οποτεδήποτε ζητηθούν από 
τις αρμόδιες αρχές."	Org
390	14.0	"εε. Η μέριμνα για την παροχή προς το Τμήμα Συγχρηματοδοτούμενων Προγραμμάτων όλων των αναγκαίων 
στοιχείων για τη σύνταξη των Μηνιαίων και Τριμηνιαίων 
απολογιστικών δελτίων των συγχρηματοδοτούμενων 
έργων."	Org
391	14.0	"στστ. Η τήρηση του φακέλου με στοιχεία φυσικού 
αντικειμένου, συμπεριλαμβανομένου του φακέλου εκπαιδευτικού υλικού, των υλοποιούμενων έργων του ΙΝΕΠ, 
με παραστατικά και δικαιολογητικά στοιχεία φυσικού 
αντικειμένου ανά υποέργο."	Org
392	14.0	"ζζ. Η τήρηση των σχετικών διατάξεων για την Πληροφόρηση και Δημοσιότητα των εκτελούμενων έργων 
αρμοδιότητας ΙΝΕΠ."	Org
393	14.0	"ηη. Η συνδρομή και διευκόλυνση των αρμοδίων οργάνων κοινοτικών και εθνικών ελέγχων των εκτελούμενων 
έργων με την παροχή στοιχείων φυσικού αντικειμένου 
των έργων αρμοδιότητας ΙΝΕΠ."	Org
394	14.0	"θθ. Η ευθύνη σύνταξης των εισηγήσεων προς το ΔΣ 
του Ε.Κ.Δ.Δ.Α. για θέματα αρμοδιότητας του ΙΝΕΠ προκειμένου να εγκριθούν και να υποβληθούν μέσω του 
Διευθυντή του Ινστιτούτου."	Org
395	14.0	"ιι. Ο έλεγχος των πάσης φύσεως διοικητικών εγγράφων 
και πράξεων αρμοδιότητας του ΙΝΕΠ που υποβάλλονται 
προς έγκριση από το Διευθυντή του Ινστιτούτου."	Org
396	14.0	"ιαια. Η ευθύνη εποπτείας της εφαρμογής των διοικητικών αποφάσεων που εκδίδονται από οποιοδήποτε 
όργανο διοίκησης του Ε.Κ.Δ.Δ.Α. και αφορούν το ανθρώπινο δυναμικό του ΙΝΕΠ."	Org
397	14.0	"ιβιβ. Η προετοιμασία, ο σχεδιασμός και η διαμόρφωση 
προτάσεων υποβολής έργου αρμοδιότητας ΙΝΕΠ και 
η διαβίβασή τους στο Τμήμα Συγχρηματοδοτούμενων 
Προγραμμάτων προκειμένου να αποτυπωθούν σε επίπεδο Τεχνικού Δελτίου, για ένταξη τους ως έργα Εθνικών 
ή Ευρωπαϊκών Επιχειρησιακών Προγραμμάτων."	Org
398	14.0	"ιγιγ. Η παροχή όλων των απαιτούμενων στοιχείων 
προς το Τμήμα Συγχρηματοδοτούμενων Προγραμμάτων 
για τη διενέργεια όλων των απαιτούμενων διαδικασιών 
έγκαιρης χρηματοδότησης των έργων του ΙΝΕΠ
ιδιδ. Η ευθύνη αποστολής υλικού αρμοδιότητας του 
ΙΝΕΠ προς το Αυτοτελές Τμήμα Επικοινωνίας, Διεθνών 
και Δημοσίων Σχέσεων, ύστερα από σχετική έγκριση 
του Διευθυντή του ΙΝΕΠ, προκειμένου να καταχωρηθεί 
στο δικτυακό τόπο του ΕΚΔΔΑ, καθώς επίσης η τυχόν 
αξιοποίησή του στις έντυπες εκδόσεις του Κέντρου και 
την εν γένει δημοσιοποίησή του."	Org
399	14.0	"2. Τμήμα Συντονισμού Περιφερειακών Ινστιτούτων 
Επιμόρφωσης
Στην αρμοδιότητα του ως άνω Τμήματος, το οποίο υπάγεται απ’ ευθείας στον Αναπληρωτή Διευθυντή του ΙΝΕΠ 
με αρμοδιότητα το συντονισμό των ΠΙΝΕΠ, υπάγονται:"	Org
400	14.0	"αα. Η εποπτεία παρακολούθησης του σχεδιασμού, 
προετοιμασίας και τήρησης του χρονοδιαγράμματος 
υλοποίησης των προγραμμάτων ευθύνης των Περιφερειακών Ινστιτούτων Επιμόρφωσης, σε συνεργασία 
με τους ανά ΠΙΝΕΠ και ΙΝΕΠ Υπευθύνους Σπουδών και 
Έρευνας."	Org
401	14.0	"ββ. Η ευθύνη για την εξασφάλιση της ορθής διοίκησης, παρακολούθησης και ελέγχου της εκτέλεσης και 
παραλαβής των υλοποιούμενων έργων από τα ΠΙΝΕΠ, 
ως προς το φυσικό τους αντικείμενο."	Org
402	14.0	"γγ. Η διαμόρφωση προτάσεων προς τον Αναπληρωτή 
Διευθυντή του ΙΝΕΠ με ευθύνη συντονισμού των ΠΙΝΕΠ 
για την ανάληψη νομικών και οικονομικών δεσμεύσεων 
των υλοποιούμενων έργων αρμοδιότητας των ΠΙΝΕΠ,"	Org
403	14.0	"δδ. Η σύνταξη περιοδικών εκθέσεων και αναφορών 
προόδου φυσικού αντικειμένου των υλοποιούμενων έργων αρμοδιότητας ΠΙΝΕΠ και η προετοιμασία πληροφοριών και εκθέσεων, οποτεδήποτε ζητηθούν από τις 
αρμόδιες αρχές."	Org
404	14.0	"εε. Η τήρηση αντιγράφου του φακέλου με στοιχεία 
φυσικού αντικειμένου των υλοποιούμενων έργων αρμοδιότητας των ΠΙΝΕΠ, με παραστατικά και δικαιολογητικά 
στοιχεία φυσικού αντικειμένου ανά υποέργο."	Org
405	14.0	"στστ. Η τήρηση των σχετικών διατάξεων για την Πληροφόρηση και Δημοσιότητα των υλοποιούμενων έργων 
αρμοδιότητας ΠΙΝΕΠ."	Org
406	14.0	"ζζ. Η συνδρομή και διευκόλυνση των αρμοδίων οργάνων κοινοτικών και εθνικών ελέγχων των υλοποιούμενων 
έργων με την παροχή στοιχείων φυσικού αντικειμένου 
των έργων αρμοδιότητας των ΠΙΝΕΠ."	Org
407	14.0	"ηη. Η ευθύνη σύνταξης των εισηγήσεων προς το ΔΣ 
του Ε.Κ.Δ.Δ.Α. για θέματα αρμοδιότητας των ΠΙΝΕΠ προκειμένου να εγκριθούν από τον Αναπληρωτή Διευθυντή 
ΙΝΕΠ με ευθύνη συντονισμού των ΠΙΝΕΠ και να υποβληθούν στο ΔΣ μέσω του Διευθυντή του Ινστιτούτου."	Org
408	14.0	"θθ. Ο έλεγχος των πάσης φύσεως διοικητικών εγγράφων και πράξεων αρμοδιότητας των ΠΙΝΕΠ που υποβάλλονται προς έγκριση από τον Αναπληρωτή Διευθυντή 
του Ινστιτούτου."	Org
409	14.0	"ιι. Η ευθύνη εποπτείας της εφαρμογής των διοικητικών 
αποφάσεων που εκδίδονται από οποιοδήποτε όργανο 
διοίκησης του Ε.Κ.Δ.Δ.Α. και αφορούν το ανθρώπινο δυναμικό των ΠΙΝΕΠ."	Org
410	14.0	"ιαια. Η συνεργασία με το προσωπικό των ΠΙΝΕΠ για 
την προετοιμασία, το σχεδιασμό και τη διαμόρφωση 
προτάσεων υποβολής έργων, προκειμένου να εγκριθούν 
από τον Αναπληρωτή Διευθυντή ΙΝΕΠ και να διαβιβαστούν στο Τμήμα Συγχρηματοδοτούμενων Προγραμμάτων για την αποτύπωσή τους σε επίπεδο Τεχνικού 
Δελτίου και ένταξή τους σε έργα Εθνικών ή Ευρωπαϊκών 
Επιχειρησιακών Προγραμμάτων."	Org
411	14.0	"ιβιβ. Η υποστήριξη της αλληλογραφίας μεταξύ των 
υπηρεσιών της Κεντρικής Υπηρεσίας του Ε.Κ.Δ.Δ.Α. και 
των ΠΙΝΕΠ και τήρηση εισερχομένων – εξερχομένων 
εγγράφων που αφορούν θέματα αρμοδιότητας των 
ΠΙΝΕΠ."	Org
412	14.0	"ιγιγ. Η επεξεργασία του προτεινομένου προγραμματισμού των ΠΙΝΕΠ και των υποβαλλόμενων απολογισμών 
των επιμορφωτικών δράσεων που υλοποιούν με σκοπό 
την τήρηση στατιστικών στοιχείων και δεικτών."	Org
413	14.0	"ιδιδ. Η επεξεργασία των προτάσεων για προμήθειες 
υλικών και εξοπλισμού ανά ΠΙΝΕΠ με σκοπό τη διαμόρφωση του συνολικού προγραμματισμού τους."	Org
414	14.0	"ιειε. Η συνεργασία με τα Περιφερειακά Ινστιτούτα για 
τον συντονισμό και προώθηση των διοικητικών θεμάτων 
που τα αφορούν."	Org
415	14.0	"ιστιστ. Η ευθύνη αποστολής υλικού αρμοδιότητας των 
ΠΙΝΕΠ προς το Αυτοτελές Τμήμα Επικοινωνίας, Διεθνών 
και Δημοσίων Σχέσεων, ύστερα από σχετική έγκριση 
του Αναπληρωτή Διευθυντή του ΙΝΕΠ, προκειμένου να 
καταχωρηθεί στο δικτυακό τόπο του ΕΚΔΔΑ., καθώς 
επίσης η τυχόν αξιοποίησή του στις έντυπες εκδόσεις 
του Κέντρου και την εν γένει δημοσιοποίησή του."	RespA
416	14.0	"3. Τμήμα Διοικητικής και Εκπαιδευτικής Υποστήριξης
Στην αρμοδιότητα του ως άνω Τμήματος υπάγονται:"	Org
417	14.0	"αα. Η τήρηση αρχείου εισερχομένων και εξερχομένων 
εγγράφων καθώς και η διαχείριση της αλληλογραφίας 
του ΙΝ.ΕΠ."	Org
418	14.0	ββ. Η τήρηση αρχείου φορέων της Δημόσιας Διοίκησης και της Τοπικής Αυτοδιοίκησης.	Org
419	14.0	"γγ. Η μέριμνα για την ενημέρωση των φορέων περί 
των επιμορφωτικών θεματικών πεδίων και των διαδικασιών συμμετοχής στα επιμορφωτικά προγράμματα 
του ΙΝ.ΕΠ."	Org
420	14.0	δδ. Η επιμέλεια της έκδοσης βεβαιώσεων απασχόλησης για το Κύριο και Βοηθητικό Διδακτικό Προσωπικό.	Org
421	14.0	"εε. Η εποπτεία του προσωπικού οργανωτικής στήριξης 
και των μελών του Βοηθητικού Διδακτικού Προσωπικού 
και η διάθεσή του για την αποτελεσματική οργάνωση και υλοποίηση των επιμορφωτικών δράσεων του 
ΙΝ.ΕΠ."	Org
422	14.0	"στστ. Για κάθε επιμορφωτικό πρόγραμμα, η έγκαιρη 
συλλογή και ο έλεγχος του φακέλου με όλα τα απαραίτητα έντυπα και αναγκαία παραστατικά που αφορούν 
στη τεκμηρίωση της υλοποίησης και των δαπανών του 
προγράμματος. Αποστολή τους στην Διεύθυνση Οικονομικού του Ε.Κ.Δ.Δ.Α. για την εξόφλησή τους και στο Τμήμα 
Συντονισμού του ΙΝ.ΕΠ για τη τήρηση του αρχείου."	Org
423	14.0	"ζζ. Η καταχώριση στο Ολοκληρωμένο Πληροφοριακό Σύστημα του Ε.Κ.Δ.Δ.Α. των ωρών απασχόλησής των μελών 
Κύριου Διδακτικού Προσωπικού και η συλλογή των απαραίτητων δικαιολογητικών που σχετίζονται με την επαγγελματική ιδιότητά τους, προκειμένου να προωθηθούν προς 
το Τμήμα Εκκαθαρίσεων και Πληρωμών της Διεύθυνσης 
Οικονομικού του Ε.Κ.Δ.Δ.Α. για την εκκαθάριση, έκδοση των 
καταστάσεων πληρωμών και την εξόφλησή τους."	Org
424	14.0	"ηη. Η έκδοση των βεβαιώσεων και πιστοποιητικών παρακολούθησης των συμμετεχόντων στα επιμορφωτικά 
προγράμματα του ΙΝ.ΕΠ
θθ. Η καταχώριση στο Ολοκληρωμένο Πληροφοριακό 
Σύστημα του Ε.Κ.Δ.Δ.Α. και η επιβεβαίωση όλων των 
σχετικών δεδομένων και των φυσικών δεικτών των επιμορφωτικών προγραμμάτων
ιι. Η μέριμνα για την αναπαραγωγή του αναγκαίου 
εκπαιδευτικού υλικού και προετοιμασία και διανομή των 
φακέλων των επιμορφούμενων."	Org
425	14.0	"ιαια. Η προετοιμασία προτάσεων για προμήθειες υλικών και εξοπλισμού και η διαχείριση του υλικού του 
ΙΝ.ΕΠ. (παραλαβή, φύλαξη, εσωτερική κατανομή, καταγραφή και απογραφή κάθε είδους υλικού)."	Org
426	14.0	ιβιβ. Η ευθύνη της οργανωτικής υποστήριξης της Εκπαιδευτικής Επιτροπής Εκπαίδευσης.	Org
427	14.0	"ιγιγ. Η ευθύνη της προετοιμασίας των αιθουσών του 
Ε.Κ.Δ.Δ.Α. για τα προγράμματα του ΙΝ.ΕΠ."	Org
428	14.0	"ιδιδ. Η παροχή των απαραίτητων στοιχείων προς το 
Τμήμα Προϋπολογισμού της Διεύθυνσης Οικονομικού 
για τη σύνταξη του οικονομικού απολογισμού προγραμμάτων που χρηματοδοτούνται πλήρως από τους ενδιαφερόμενους φορείς."	Org
429	14.0	"4. Τμήμα Επαγγελματικής Σταδιοδρομίας Αποφοίτων 
Ε.Σ.Δ.Δ. και Ε.Σ.Τ.Α."	Org
430	14.0	Στις αρμοδιότητες του Τμήματος υπάγονται:	RespA
431	14.0	"αα. Η ανίχνευση των αναγκών σε γνώσεις και δεξιότητες των αποφοίτων Ε.Σ.Δ.Δ. και ΕΣΤΑ στις υπηρεσίες, 
στις οποίες έχουν τοποθετηθεί."	Org
432	14.0	"ββ. Ο σχεδιασμός και η υλοποίηση, σε ετήσια βάση, 
προγραμμάτων επανεκπαίδευσης των αποφοίτων 
Ε.Σ.Δ.Δ. και ΕΣΤΑ και η αξιολόγηση προτάσεων για 
υλοποίηση σχετικών προγραμμάτων."	Org
433	14.0	"γγ. Η τήρηση του Μητρώου Αποφοίτων Ε.Σ.Δ.Δ. και 
ΕΣΤΑ και η επεξεργασία στατιστικών στοιχείων."	Org
434	14.0	δδ. Η διοργάνωση συνεδρίων, συναντήσεων που σχετίζονται με την επανεκπαίδευση των αποφοίτων Ε.Σ.Δ.Δ.	Org
435	14.0	"και ΕΣΤΑ και η συμμετοχή σε προγράμματα ανταλλαγών 
στο εξωτερικό."	RespA
436	14.0	"εε. Η συστηματική και διαρκής ενημέρωση των αποφοίτων Ε.Σ.Δ.Δ. και ΕΣΤΑ για θέματα του ενδιαφέροντός 
τους."	Org
437	14.0	"στστ. Η τήρηση αρχείου νομοθεσίας που αναφέρεται 
στους αποφοίτους Ε.Σ.Δ.Δ. και ΕΣΤΑ."	Org
438	14.0	"ζζ. Η σύνταξη εκθέσεων αξιολόγησης των προγραμμάτων επανεκπαίδευσης των αποφοίτων Ε.Σ.Δ.Δ. και 
ΕΣΤΑ."	Org
439	14.0	"ηη. Η εισήγηση για τη βελτίωση του προγράμματος 
επανεκπαίδευσης και για την καλύτερη αξιοποίηση των 
αποφοίτων Ε.Σ.Δ.Δ. και ΕΣΤΑ στη Δημόσια Διοίκηση."	Org
440	14.0	Γ. Έργο των Π.ΙΝ.ΕΠ.	Irrelevant
441	14.0	"1. Τα Π.ΙΝ.ΕΠ. υπαγόμενα ως προς τη διοίκησή στον 
Αναπληρωτή Διευθυντή ΙΝΕΠ με αρμοδιότητα το συντονισμό των ΠΙΝΕΠ:"	Org
442	14.0	"α. Έχουν την ευθύνη ανίχνευσης των αναγκών των 
υπηρεσιών της περιφέρειάς τους, καθώς και την ευθύνη 
οργάνωσης και υλοποίησης των σχετικών επιμορφωτικών δράσεων."	Org
443	14.0	"β. Ενημερώνουν τους φορείς της περιοχής τους για 
τις δράσεις του Ε.Κ.Δ.Δ.Α. και τα επιμορφωτικά προγράμματα του ΠΙΝΕΠ."	Org
444	14.0	"γ. Δημιουργούν και τηρούν ανελλιπώς ενημερωμένο 
αρχείο των υπηρεσιών των δημοσίων φορέων και των 
Ο.Τ.Α. της περιοχής τους."	Org
445	14.0	"δ. Δημιουργούν και τηρούν ανελλιπώς ενημερωμένο 
αρχείο των εκπαιδευτικών υποδομών των δημοσίων 
φορέων και των Ο.Τ.Α. της περιοχής τους
ε. Συνεργάζονται με τα Τμήματα. και το επιστημονικό 
προσωπικό του ΙΝ.ΕΠ για την εφαρμογή μεθόδων, διαδικασιών, προτύπων, καθώς και για την πρόταση και 
συμμετοχή σε έρευνες και μελέτες."	Org
446	14.0	"στ. Συνεργάζονται με το Τμήμα Συντονισμού των ΠΙΝΕΠ. για όλα τα θέματα προσωπικού, προμηθειών και 
λοιπών λειτουργικών αναγκών των ΠΙΝΕΠ καθώς και 
για θέματα προγραμματισμού των δράσεων που υλοποιούν."	Org
447	14.0	"ζ. Η έκδοση των βεβαιώσεων και πιστοποιητικών παρακολούθησης των συμμετεχόντων στα επιμορφωτικά 
προγράμματα των ΠΙΝΕΠ."	Org
448	14.0	"η. Έχουν την ευθύνη αξιολόγησης των αποτελεσμάτων των επιμορφωτικών προγραμμάτων αρμοδιότητάς 
τους."	Org
449	14.0	"θ. Υποστηρίζουν την τήρηση και διαρκή ενημέρωση 
του αρχείου των εισηγητών της περιοχής τους, οι οποίοι 
είναι ενταγμένοι στα Μητρώα Διδακτικού Προσωπικού 
του Ε.Κ.Δ.Δ.Α. και μεριμνούν για τον εμπλουτισμό του 
με βάση τις σχετικές διαδικασίες."	Org
450	14.0	"ι. Έχουν την ευθύνη υλοποίησης κάθε άλλης, εκτός 
των ανωτέρω, δραστηριότητας αρμοδιότητας ΙΝΕΠ η 
οποία τους ανατίθεται με απόφαση του Αναπληρωτή 
Διευθυντή ΙΝΕΠ."	Org
451	14.0	"2. Το αμιγώς εκπαιδευτικό – ερευνητικό έργο των ΠΙΝΕΠ υποστηρίζεται από το επιστημονικό προσωπικό, 
Υπευθύνους Σπουδών και Έρευνας που υπηρετεί στα 
ΠΙΝΕΠ, οι οποίοι διοικητικά υπάγονται στον Αναπληρωτή 
Διευθυντή του ΙΝΕΠ και συνίσταται:"	Org
452	14.0	"α. Στη συνεργασία του με τους φορείς της Αποκεντρωμένης Διοίκησης, της Τοπικής Αυτοδιοίκησης και 
του ευρύτερου δημόσιου τομέα της διοικητικής Περιφέρειας αρμοδιότητας κάθε ΠΙΝΕΠ με στόχο την ανίχνευση και καταγραφή εκπαιδευτικών αναγκών, τη σχεδίαση 
και την υλοποίηση δράσεων επιμόρφωσης."	Org
453	14.0	"β. Στη διαμόρφωση προτάσεων για την ανάπτυξη 
επιμορφωτικών δράσεων στη διοικητική Περιφέρεια 
αρμοδιότητας κάθε ΠΙΝΕΠ."	Org
454	14.0	"γ. Στο σχεδιασμό, στην επιστημονική προετοιμασία, 
στη γενική εποπτεία υλοποίησης και στην αξιολόγηση 
των επιμορφωτικών δράσεων που υλοποιούν, συμπεριλαμβανομένης της αξιολόγησης του διδακτικού προσωπικού και των επιμορφούμενων. Για το λόγο αυτό 
το επιστημονικό προσωπικό των ΠΙΝΕΠ συνεργάζεται, 
όποτε απαιτείται, με τα στελέχη του επιστημονικού 
προσωπικού του ΙΝΕΠ
δ. Η συμμετοχή του επιστημονικού προσωπικού στις 
διαδικασίες πιστοποίησης των επιμορφωτικών προγραμμάτων και των επιμορφούμενων,"	Org
455	14.0	"ε. Στη σύνταξη προτάσεων μέτρων βελτίωσης της 
αποτελεσματικότητας των επιμορφωτικών δράσεων 
αρμοδιότητάς τους."	Org
456	14.0	"στ. Στην υποβολή προτάσεων για εκπόνηση ερευνών 
και μελετών και για συμμετοχή σε αυτές."	Org
457	14.0	"ζ. Στη συμμετοχή τους με το λοιπό επιστημονικό προσωπικό του ΙΝΕΠ στη μελέτη, σχεδίαση και τυποποίηση 
μεθόδων και διαδικασιών για τη συστηματική και αποτελεσματική οργάνωση των πάσης φύσεως εργασιών 
εκπαίδευσης και κατάρτισης του ΠΙΝΕΠ
η. Στη συμμετοχή τους, με το λοιπό επιστημονικό προσωπικό του ΙΝΕΠ, στη σχεδίαση και πραγματοποίηση 
ερευνών και μελετών σχετικών με την ανάπτυξη του 
ανθρώπινου δυναμικού της δημόσιας διοίκησης, στην 
ανίχνευση εκπαιδευτικών αναγκών και στην αξιολόγηση των επιμορφωτικών δράσεων, στη σύνταξη προδιαγραφών για την ανάπτυξη εκπαιδευτικού υλικού και 
εκπαιδευτικού λογισμικού, καθώς και των πάσης φύσεως 
εντύπων των ΠΙΝΕΠ
θ. Στη συμμετοχή τους, με το λοιπό επιστημονικό 
προσωπικό του ΙΝΕΠ, στο συνολικό σχεδιασμό του προγραμματισμού, στην παρακολούθηση της εξέλιξης και 
του απολογισμού των ενεργειών που εκτελούνται στο 
πλαίσιο της αποστολής κάθε ΠΙΝΕΠ."	Org
458	14.0	"ι. Στη συμμετοχή στις διαδικασίες πιστοποίησης των 
προγραμμάτων και των καταρτιζόμενων στα επιμορφωτικά προγράμματα."	Org
459	14.0	"3. Στις αρμοδιότητες της Γραμματείας Διοικητικής 
και Εκπαιδευτικής υποστήριξης εκάστου ΠΙΝΕΠ υπάγονται:"	Org
460	14.0	"α. Η τήρηση αρχείου εισερχομένων και εξερχομένων 
εγγράφων καθώς και η διαχείριση της αλληλογραφίας 
του ΠΙΝ.ΕΠ."	Org
461	14.0	"β. Η τήρηση αρχείου φορέων της Δημόσιας Διοίκησης 
και της Τοπικής Αυτοδιοίκησης."	Org
462	14.0	"γ. Η μέριμνα για την ενημέρωση των φορέων περί 
των επιμορφωτικών θεματικών πεδίων και των διαδικασιών συμμετοχής στα επιμορφωτικά προγράμματα 
του ΠΙΝ.ΕΠ."	Org
463	14.0	"δ. Η επιμέλεια της έκδοσης βεβαιώσεων απασχόλησης για το Κύριο και Βοηθητικό Διδακτικό Προσωπικό 
εφόσον αφορούν αποκλειστικά απασχόληση για προγράμματα του οικείου ΠΙΝΕΠ."	Org
464	14.0	"ε. Η εποπτεία του προσωπικού οργανωτικής στήριξης 
και των μελών του Βοηθητικού Διδακτικού Προσωπικού 
και η διάθεσή τους για την αποτελεσματική οργάνωση και 
υλοποίηση των επιμορφωτικών δράσεων του ΠΙΝ.ΕΠ."	Org
465	14.0	"στ. Για κάθε επιμορφωτικό πρόγραμμα, η έγκαιρη συλλογή και ο έλεγχος του φακέλου με όλα τα απαραίτητα έντυπα και αναγκαία παραστατικά που αφορούν 
στη τεκμηρίωση της υλοποίησης και των δαπανών του 
προγράμματος. Αποστολή τους στην Διεύθυνση Οικονομικού του Ε.Κ.Δ.Δ.Α. για την εξόφληση των σχετικών 
δαπανών και στο Τμήμα Συντονισμού του ΙΝ.ΕΠ για τη 
τήρηση του αρχείου."	Org
466	14.0	"ζ. Η καταχώριση στο Ολοκληρωμένο Πληροφοριακό Σύστημα του Ε.Κ.Δ.Δ.Α. των ωρών απασχόλησής των μελών 
Κύριου Διδακτικού Προσωπικού και η συλλογή των απαραίτητων δικαιολογητικών που σχετίζονται με την επαγγελματική ιδιότητά τους, προκειμένου να προωθηθούν προς 
το Τμήμα Εκκαθαρίσεων και Πληρωμών της Διεύθυνσης 
Οικονομικού του Ε.Κ.Δ.Δ.Α. για την εκκαθάριση, έκδοση των 
καταστάσεων πληρωμών και την εξόφλησή τους."	Org
467	14.0	"η. Η έκδοση των βεβαιώσεων και πιστοποιητικών παρακολούθησης των συμμετεχόντων στα επιμορφωτικά 
προγράμματα του οικείου ΠΙΝ.ΕΠ
θ. Η καταχώριση στο Ολοκληρωμένο Πληροφοριακό 
Σύστημα του Ε.Κ.Δ.Δ.Α. και η επιβεβαίωση όλων των 
σχετικών δεδομένων και των φυσικών δεικτών των επιμορφωτικών προγραμμάτων
ι. Η μέριμνα για την αναπαραγωγή του αναγκαίου 
εκπαιδευτικού υλικού και προετοιμασία και διανομή των 
φακέλων των επιμορφούμενων."	Org
468	14.0	"ια. Η προετοιμασία προτάσεων για προμήθειες υλικών 
και εξοπλισμού και η διαχείριση του υλικού του ΠΙΝ.ΕΠ."	Org
469	14.0	"(παραλαβή, φύλαξη, εσωτερική κατανομή, καταγραφή 
και απογραφή κάθε είδους υλικού)."	RespA
470	14.0	"ιβ. Η ευθύνη της προετοιμασίας των αιθουσών του 
ΠΙΝΕΠ. για τα προγράμματά του."	Org
471	14.0	"ιγ. Η παροχή των απαραίτητων στοιχείων προς το 
Τμήμα Προϋπολογισμού της Διεύθυνσης Οικονομικού 
για τη σύνταξη του οικονομικού απολογισμού προγραμμάτων που χρηματοδοτούνται πλήρως από τους ενδιαφερόμενους φορείς."	Org
472	15.0	"Κατηγορίες−Κλάδοι−Βαθμοί
1. Οι θέσεις του μόνιμου προσωπικού του Εθνικού Κέντρου Δημόσιας Διοίκησης και Αυτοδιοίκησης (Κεντρική 
Υπηρεσία και Περιφερειακά Ινστιτούτα Επιμόρφωσ"	Org
473	15.0	"ης) 
κατανέμονται κατά κατηγορίες και κλάδους ως εξής:"	Irrelevant
474	16.0	"Αναδιάρθρωση Θέσεων
Α. Μεταφορά υφιστάμενων κενών οργανικών θέσεων 
από υφιστάμενους κλάδους σε άλλους υφιστάμενους ή 
νέους κλάδους της ίδιας ή άλλης κατηγορίας."	Irrelevant
475	16.0	1. Στον Κλάδο ΠΕ Διοικητικού−Οικονομικού μεταφέρονται οι εξής θέσεις:	Positions
476	16.0	"α. Δυο (2) κενές θέσεις του κλάδου ΥΕ Βοηθητικού 
Προσωπικού (Κεντρική Υπηρεσία) μεταφέρονται στον 
υφιστάμενο κλάδο ΠΕ Διοικητικού−Οικονομικού (Κεντρική Υπηρεσία)."	Positions
477	16.0	β. Μια (1) κενή θέση του κλάδου ΥΕ Προσωπικού Καθαριότητος (ΠΙΝΕΠ Νοτίου Αιγαί	Positions
478	16.0	"ου) μεταφέρεται στον 
υφιστάμενο κλάδο ΠΕ Διοικητικού – Οικονομικού (Κεντρική Υπηρεσία)."	Irrelevant
